id_municipio,nome_municipio,latitude,longitude,ano,sigla_uf,bioma,data_hora,Precipitação Total < 10mm,Pressão Atmosférica entre 1015 e 1020 hPa,Temperatura Bulbo seco ACIMA DE 30°C,Temperatura Pt Orvalho abaixo de 10°C,Vento com velocidade maior que 30Km/h,Rajada max > 10 m/s,Umidade relativa do ar < 30%,Radiação Solar acima de  4 kWh/m²,Fogo
3503208,Araraquara,-21712.0,-48247.0,2006,SP,Cerrado,8/16/2006 17:25,1,1,1,1,1,1,1,1,1
3503208,Araraquara,-21851.0,-48331.0,2006,SP,Cerrado,6/1/2006 16:59,1,1,1,1,1,1,1,1,1
3503208,Araraquara,-21853.0,-48181.0,2006,SP,Cerrado,5/2/2006 16:46,1,1,1,1,1,1,1,1,1
3503208,Araraquara,-21844.0,-48215.0,2007,SP,Cerrado,10/20/2007 17:37,1,1,1,1,1,1,1,1,1
3503208,Araraquara,-21921.0,-48.22,2008,SP,Cerrado,12/3/2008 16:39,1,1,1,1,1,1,1,1,1
3503208,Araraquara,-21765.0,-48118.0,2008,SP,Cerrado,7/21/2008 16:31,1,1,1,1,1,1,1,1,1
3503208,Araraquara,-21843.0,-48266.0,2008,SP,Cerrado,8/15/2008 16:25,1,1,1,1,1,1,1,1,1
3503208,Araraquara,-21847.0,-48265.0,2009,SP,Cerrado,3/5/2009 17:06,1,1,1,1,1,1,1,1,1
3503208,Araraquara,-21565.0,-48242.0,2010,SP,Cerrado,8/13/2010 17:14,1,1,1,1,1,1,1,1,1
3503208,Araraquara,-21765.0,-48293.0,2010,SP,Cerrado,9/3/2010 17:32,1,1,1,1,1,1,1,1,1
3503208,Araraquara,-21782.0,-48.26,2010,SP,Cerrado,9/4/2010 16:37,1,1,1,1,1,1,1,1,1
3503208,Araraquara,-21.93,-48198.0,2010,SP,Cerrado,8/24/2010 16:55,1,1,1,1,1,1,1,1,1
3503208,Araraquara,-21692.0,-48251.0,2012,SP,Cerrado,8/24/2012 16:36,1,1,1,1,1,1,1,1,1
3503208,Araraquara,-21848.0,-48121.0,2012,SP,Cerrado,8/7/2012 17:31,1,1,1,1,1,1,1,1,1
3503208,Araraquara,-21791.0,-48.13,2012,SP,Cerrado,6/26/2012 16:55,1,1,1,1,1,1,1,1,1
