id_municipio	nome_municipio	latitude	longitude	ano	sigla_uf	bioma	data_hora
3503208	Araraquara	21.6330	48.2160	2003	SP	Cerrado	7/24/2003 16:27
3503208	Araraquara	21.7780	48.2020	2004	SP	Cerrado	9/20/2004 17:18
3503208	Araraquara	21.9520	48.1250	2006	SP	Cerrado	7/8/2006 17:18
3503208	Araraquara	21.7620	48.33	2006	SP	Cerrado	11/24/2006 17:01
3503208	Araraquara	21.9390	48.1420	2006	SP	Cerrado	5/18/2006 16:47
3503208	Araraquara	21.7030	48.2680	2006	SP	Cerrado	8/16/2006 17:25
3503208	Araraquara	21.8260	48.0560	2007	SP	Cerrado	8/23/2007 17:01
3503208	Araraquara	21.8520	48.2970	2008	SP	Cerrado	9/19/2008 16:56
3503208	Araraquara	21.7870	48.1140	2008	SP	Cerrado	7/24/2008 17:02
3503208	Araraquara	21.7880	48.1230	2008	SP	Cerrado	7/24/2008 17:02
3503208	Araraquara	21.7530	48.1340	2009	SP	Cerrado	6/23/2009 17:17
3503208	Araraquara	21.8260	48.2910	2009	SP	Cerrado	11/25/2009 16:57
3503208	Araraquara	21.9040	48.0830	2010	SP	Cerrado	6/18/2010 16:25
3503208	Araraquara	21.7670	48.1240	2010	SP	Cerrado	8/22/2010 17:08
3503208	Araraquara	21.5750	48.2590	2010	SP	Cerrado	9/4/2010 16:37
3503208	Araraquara	21.8570	48.0810	2010	SP	Cerrado	3/23/2010 16:20
3503208	Araraquara	21.6780	48.2520	2011	SP	Cerrado	9/6/2011 17:31
3503208	Araraquara	21.7910	48.3350	2012	SP	Cerrado	4/2/2012 16:37
